"indicateur","libellés","villes","Unit","Date","Value"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2019M3","27"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2019M4","28"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2019M5","27"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2019M6","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2019M7","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2019M8","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2019M9","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2019M10","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2019M11","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2019M12","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2013M1","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2013M2","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2013M3","26"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2013M4","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2013M5","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2013M6","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2013M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2013M8","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2013M9","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2013M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2013M11","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2013M12","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2014M1","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2014M2","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2014M3","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2014M4","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2014M5","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2014M6","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2014M7","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2014M8","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2014M9","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2014M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2014M11","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2014M12","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2015M1","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2015M2","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2015M3","26"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2015M4","27"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2015M5","26"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2015M6","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2015M7","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2015M8","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2015M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2015M10","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2015M11","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2015M12","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2016M1","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2016M2","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2016M3","26"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2016M4","27"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2016M5","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2016M6","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2016M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2016M8","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2016M9","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2016M10","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2016M11","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2016M12","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2017M1","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2017M2","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2017M3","26"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2017M4","26"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2017M5","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2017M6","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2017M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2017M8","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2017M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2017M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2017M11","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2017M12","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2018M1","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2018M2","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2018M3","26"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2018M4","27"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2018M5","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2018M6","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2018M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2018M8","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2018M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2018M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2018M11","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2018M12","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2019M1","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2019M2","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2019M3","26"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2019M4","27"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2019M5","26"
"Evolution des températures  (en °C et dixième)","Températures minimales","Dapaong","°C","2019M6","23"
